window_lo,window_hi,n_hole,n_tail,d_median_hole,d_median_tail,rmse_hole,rmse_tail,premium
0.0,0.1,1344,532,0.048938999999999996,0.048693,0.01896696574818911,0.02253821089649859,1.1882876362894497
0.1,0.2,1272,406,0.15027800000000002,0.150486,0.021858412263010517,0.024853045137558698,1.1370013905180016
0.2,0.3,1066,393,0.250823,0.254326,0.0295382834335514,0.03725478501694248,1.2612373058424309
0.3,0.4,1129,348,0.34532,0.346459,0.03420972314154115,0.03619019699013887,1.057892133192765
0.4,0.5,593,277,0.426218,0.447701,0.036215517695780575,0.05598010074988595,1.545749013451439
0.0,0.4514,5403,1826,0.207343,0.193472,0.02761456714930042,0.033935216691853225,1.2288882352701636
